cdate,cp,pctlead,slope6,slope7
2009-10-05,1040.4600,1.3705,-0.0625,-0.1410
2009-10-06,1054.7200,0.2712,-0.1318,0.1410
2009-10-07,1057.5800,0.7470,-0.0484,-0.0737
2009-10-08,1065.4800,0.5641,0.1339,0.0664
2009-10-09,1071.4900,0.4386,0.6594,0.1962
2009-10-12,1076.1899,-0.2788,0.8008,0.6270
2009-10-13,1073.1899,1.7546,0.5115,0.6450
2009-10-14,1092.0200,0.4157,0.5796,0.6883
2009-10-15,1096.5601,-0.8098,0.6020,0.5555
2009-10-16,1087.6801,0.9405,0.3417,0.3980
2009-10-19,1097.9100,-0.6239,0.4050,0.4270
2009-10-20,1091.0601,-0.8854,0.2274,0.2570
2009-10-21,1081.4000,1.0644,0.1254,0.0684
2009-10-22,1092.9100,-1.2179,0.0136,0.2581
2009-10-23,1079.6000,-1.1717,-0.2597,-0.1628
2009-10-26,1066.9500,-0.3318,-0.3184,-0.3897
2009-10-27,1063.4100,-1.9541,-0.5328,-0.3205
2009-10-28,1042.6300,2.2520,-0.7536,-0.7353
2009-10-29,1066.1100,-2.8065,-0.2385,-0.3330
2009-10-30,1036.1899,0.6456,-0.8925,-0.6070
2009-11-02,1042.8800,0.2426,-0.5812,-0.6763
2009-11-03,1045.4100,0.1043,-0.3421,-0.4643
2009-11-04,1046.5000,1.9236,-0.2693,-0.2785
2009-11-05,1066.6300,0.2503,0.3807,0.0438
2009-11-06,1069.3000,2.2239,0.0506,0.3617
2009-11-09,1093.0800,-0.0064,0.8940,0.3645
2009-11-10,1093.0100,0.5032,0.7816,0.7620
2009-11-11,1098.5100,-1.0259,0.8211,0.7405
2009-11-12,1087.2400,0.5739,0.6260,0.5537
2009-11-13,1093.4800,1.4468,0.4109,0.6181
2009-11-16,1109.3000,0.0919,0.6084,0.5582
2009-11-17,1110.3199,-0.0468,0.2615,0.5338
2009-11-18,1109.8000,-1.3426,0.2541,0.2171
2009-11-19,1094.9000,-0.3215,-0.0547,0.0245
2009-11-20,1091.3800,1.3616,0.0626,-0.0926
2009-11-23,1106.2400,-0.0533,0.1927,0.2463
2009-11-24,1105.6500,0.4504,-0.0552,0.1575
2009-11-25,1110.6300,-1.7233,0.0047,0.0172
2009-11-27,1091.4900,0.3793,-0.2774,-0.2442
2009-11-30,1095.6300,1.2075,0.0111,-0.1841
2009-12-01,1108.8600,0.0343,0.2641,0.1811
2009-12-02,1109.2400,-0.8402,0.0453,0.2311
2009-12-03,1099.9200,0.5509,-0.0866,-0.0818
2009-12-04,1105.9800,-0.2468,-0.0703,0.0043
2009-12-07,1103.2500,-1.0252,0.1776,-0.0957
2009-12-08,1091.9399,0.3672,-0.0557,0.0058
2009-12-09,1095.9500,0.5840,-0.1954,0.0041
2009-12-10,1102.3500,0.3683,-0.1044,-0.0845
2009-12-11,1106.4100,0.6959,0.0982,-0.0367
2009-12-14,1114.1100,-0.5547,0.1229,0.1838
2009-12-15,1107.9301,0.1128,0.0707,0.0253
2009-12-16,1109.1801,-1.1811,0.2598,0.0767
2009-12-17,1096.0800,0.5830,0.0020,0.0535
2009-12-18,1102.4700,1.0504,0.0018,0.0843
2009-12-21,1114.0500,0.3564,0.1150,0.1510
2009-12-22,1118.0200,0.2299,0.0588,0.1496
2009-12-23,1120.5900,0.5256,0.1901,0.0834
2009-12-24,1126.4800,0.1154,0.2591,0.2382
2009-12-28,1127.7800,-0.1401,0.4725,0.2383
2009-12-29,1126.2000,0.0195,0.3524,0.3844
2009-12-30,1126.4200,-1.0050,0.1834,0.3047
2009-12-31,1115.1000,1.6043,-0.0433,0.0134
2010-01-04,1132.9900,0.3116,0.1836,0.1901
2010-01-05,1136.5200,0.0546,0.1484,0.2019
2010-01-06,1137.1400,0.4001,0.1382,0.1349
2010-01-07,1141.6899,0.2882,0.2281,0.1757
2010-01-08,1144.9800,0.1747,0.2726,0.2367
2010-01-11,1146.9800,-0.9381,0.4661,0.2584
2010-01-12,1136.2200,0.8326,0.0472,0.2648
2010-01-13,1145.6801,0.2426,0.1337,0.1588
2010-01-14,1148.4600,-1.0823,0.1649,0.1492
2010-01-15,1136.0300,1.2500,-0.0825,-0.0139
2010-01-19,1150.2300,-1.0598,0.0765,0.1066
2010-01-20,1138.0400,-1.8945,-0.1304,-0.0867
2010-01-21,1116.4800,-2.2141,-0.2888,-0.3826
2010-01-22,1091.7600,0.4598,-0.7952,-0.5609
2010-01-25,1096.7800,-0.4203,-0.7680,-0.6207
2010-01-26,1092.1700,0.4880,-0.6561,-0.7197
2010-01-27,1097.5000,-1.1818,-0.7950,-0.4951
2010-01-28,1084.5300,-0.9829,-0.8133,-0.8513
2010-01-29,1073.8700,1.4266,-0.6519,-0.8385
2010-02-01,1089.1899,1.2973,-0.0393,-0.3579
2010-02-02,1103.3199,-0.5474,0.1000,0.1514
2010-02-03,1097.2800,-3.1141,0.0781,0.0065
2010-02-04,1063.1100,0.2897,-0.5282,-0.3819
2010-02-05,1066.1899,-0.8863,-0.2825,-0.4132
2010-02-08,1056.7400,1.3040,-0.2645,-0.3681
2010-02-09,1070.5200,-0.2233,-0.2891,-0.0444
2010-02-10,1068.1300,0.9680,-0.5480,-0.2799
2010-02-11,1078.4700,-0.2745,-0.2938,-0.3313
2010-02-12,1075.5100,1.8001,0.1933,-0.2911
2010-02-16,1094.8700,0.4238,0.4450,0.4229
2010-02-17,1099.5100,0.6585,0.6593,0.4417
2010-02-18,1106.7500,0.2187,0.5554,0.6586
2010-02-19,1109.1700,-0.1046,0.6252,0.5064
2010-02-22,1108.0100,-1.2103,0.4480,0.5198
2010-02-23,1094.6000,0.9720,0.2887,0.2098
2010-02-24,1105.2400,-0.2081,0.1566,0.3852
2010-02-25,1102.9399,0.1405,0.0518,0.1044
2010-02-26,1104.4900,1.0159,-0.0341,0.0644
2010-03-01,1115.7100,0.2330,0.0986,0.1158
2010-03-02,1118.3101,0.0429,0.1551,0.1179
2010-03-03,1118.7900,0.3736,0.3629,0.1389
2010-03-04,1122.9700,1.4007,0.2653,0.3643
2010-03-05,1138.7000,-0.0176,0.5322,0.4278
2010-03-08,1138.5000,0.1713,0.5036,0.4526
2010-03-09,1140.4500,0.4525,0.3650,0.4556
2010-03-10,1145.6100,0.4042,0.4012,0.3774
2010-03-11,1150.2400,-0.0217,0.4600,0.4014
2010-03-12,1149.9900,0.0452,0.3937,0.3907
2010-03-15,1150.5100,0.7779,0.1718,0.3436
2010-03-16,1159.4600,0.5822,0.3039,0.2584
2010-03-17,1166.2100,-0.0326,0.3721,0.3437
2010-03-18,1165.8300,-0.5086,0.2913,0.3138
2010-03-19,1159.9000,0.5095,0.1390,0.1764
2010-03-22,1165.8101,0.7171,0.2270,0.1918
2010-03-23,1174.1700,-0.5493,0.3384,0.2970
2010-03-24,1167.7200,-0.1704,0.1180,0.2109
2010-03-25,1165.7300,0.0738,-0.0069,0.0768
2010-03-26,1166.5900,0.5683,0.0109,0.0047
2010-03-29,1173.2200,0.0043,0.1899,0.0904
2010-03-30,1173.2700,-0.3273,0.1063,0.1633
2010-03-31,1169.4301,0.7414,-0.0676,0.0442
2010-04-01,1178.1000,0.7928,0.1477,0.0480
2010-04-05,1187.4399,0.1684,0.3080,0.2401
2010-04-06,1189.4399,-0.5877,0.3232,0.2878
2010-04-07,1182.4500,0.3374,0.1304,0.1922
2010-04-08,1186.4399,0.6684,0.1857,0.1599
2010-04-09,1194.3700,0.1767,0.3504,0.2546
2010-04-12,1196.4800,0.0685,0.2575,0.3253
2010-04-13,1197.3000,1.1150,0.1380,0.2304
2010-04-14,1210.6500,0.0843,0.2959,0.2777
2010-04-15,1211.6700,-1.6127,0.4060,0.2653
2010-04-16,1192.1300,0.4521,0.0790,0.1154
2010-04-19,1197.5200,0.8058,0.0437,0.1319
2010-04-20,1207.1700,-0.1019,0.1481,0.1521
2010-04-21,1205.9399,0.2264,0.1196,0.1123
2010-04-22,1208.6700,0.7124,-0.0274,0.1348
2010-04-23,1217.2800,-0.4296,0.0776,0.0786
2010-04-26,1212.0500,-2.3382,0.2748,0.0045
2010-04-27,1183.7100,0.6463,-0.1909,-0.0999
2010-04-28,1191.3600,1.2943,-0.2190,-0.0731
2010-04-29,1206.7800,-1.6648,0.0116,-0.0046
2010-04-30,1186.6899,1.3121,-0.3054,-0.2290
2010-05-03,1202.2600,-2.3838,-0.2091,-0.0763
2010-05-04,1173.6000,-0.6587,-0.5382,-0.5227
2010-05-05,1165.8700,-3.2353,-0.2503,-0.5557
2010-05-06,1128.1500,-1.5308,-0.8949,-0.6731
2010-05-07,1110.8800,4.3974,-1.3764,-0.9846
2010-05-10,1159.7300,-0.3397,-0.3884,-0.5789
2010-05-11,1155.7900,1.3740,-0.6741,-0.3817
2010-05-12,1171.6700,-1.2145,-0.0280,-0.3793
2010-05-13,1157.4399,-1.8800,-0.1225,-0.2008
2010-05-14,1135.6801,0.1109,0.1093,-0.3765
2010-05-17,1136.9399,-1.4196,0.3767,0.1095
2010-05-18,1120.8000,-0.5130,-0.5660,0.1234
2010-05-19,1115.0500,-3.8976,-0.5958,-0.5590
2010-05-20,1071.5900,1.5024,-1.4854,-1.0646
2010-05-21,1087.6899,-1.2908,-1.0461,-1.0732
2010-05-24,1073.6500,0.0354,-0.9390,-1.0824
2010-05-25,1074.0300,-0.5661,-0.9615,-0.8028
2010-05-26,1067.9500,3.2876,-0.8143,-0.9065
2010-05-27,1103.0601,-1.2375,-0.1851,-0.2336
2010-05-28,1089.4100,-1.7165,0.2743,-0.3388
2010-06-01,1070.7100,2.5843,-0.2621,-0.0116
2010-06-02,1098.3800,0.4051,0.3803,0.1411
2010-06-03,1102.8300,-3.4411,0.4409,0.3836
2010-06-04,1064.8800,-1.3532,-0.0470,-0.1204
2010-06-07,1050.4700,1.0976,-0.8120,-0.2306
2010-06-08,1062.0000,-0.5942,-0.4250,-0.5447
2010-06-09,1055.6899,2.9507,-0.2334,-0.4493
2010-06-10,1086.8400,0.4380,-0.1797,0.2145
2010-06-11,1091.6000,-0.1805,-0.1752,-0.0902
2010-06-14,1089.6300,2.3494,0.3845,-0.1760
2010-06-15,1115.2300,-0.0556,0.9962,0.6668
2010-06-16,1114.6100,0.1283,0.8028,0.8422
2010-06-17,1116.0400,0.1317,0.9125,0.7046
2010-06-18,1117.5100,-0.3857,0.4616,0.7996
2010-06-21,1113.2000,-1.6071,0.3240,0.3398
2010-06-22,1095.3101,-0.2985,0.0851,0.0478
2010-06-23,1092.0400,-1.6804,-0.3488,0.0310
2010-06-24,1073.6899,0.2859,-0.6193,-0.5379
2010-06-25,1076.7600,-0.2034,-0.5980,-0.4925
2010-06-28,1074.5699,-3.1017,-0.6580,-0.5426
2010-06-29,1041.2400,-1.0113,-1.1150,-1.0080
2010-06-30,1030.7100,-0.3240,-1.0111,-1.1022
2010-07-01,1027.3700,-0.4662,-1.0226,-0.9161
2010-07-02,1022.5800,0.5359,-0.8147,-0.9454
2010-07-06,1028.0601,3.1331,-0.7824,-0.6250
2010-07-07,1060.2700,0.9413,-0.2303,-0.2264
2010-07-08,1070.2500,0.7204,0.4650,-0.0593
2010-07-09,1077.9600,0.0733,0.7516,0.5018
2010-07-12,1078.7500,1.5379,0.8107,0.6523
2010-07-13,1095.3400,-0.0155,1.1350,0.9144
2010-07-14,1095.1700,0.1196,1.0360,0.9671
2010-07-15,1096.4800,-2.8819,0.5559,0.9033
2010-07-16,1064.8800,0.5982,-0.0825,0.0608
2010-07-19,1071.2500,1.1417,-0.1032,0.0132
2010-07-20,1083.4800,-1.2820,0.0727,0.0728
2010-07-21,1069.5900,2.2513,-0.3973,-0.1209
2010-07-22,1093.6700,0.8220,-0.0232,-0.0220
2010-07-23,1102.6600,1.1200,0.0953,0.0988
2010-07-26,1115.0100,-0.1049,0.7670,0.2438
2010-07-27,1113.8400,-0.6922,0.6474,0.6400
2010-07-28,1106.1300,-0.4159,0.3431,0.4539
2010-07-29,1101.5300,0.0063,0.4815,0.2343
2010-07-30,1101.6000,2.2023,0.1194,0.4139
2010-08-02,1125.8600,-0.4796,0.3481,0.4145
2010-08-03,1120.4600,0.6051,0.0817,0.2287
2010-08-04,1127.2400,-0.1269,0.2005,0.1569
2010-08-05,1125.8101,-0.3704,0.2936,0.1533
2010-08-06,1121.6400,0.5483,0.2991,0.1982
2010-08-09,1127.7900,-0.5967,0.3881,0.3345
2010-08-10,1121.0601,-2.8179,-0.0712,0.2473
2010-08-11,1089.4700,-0.5379,-0.4616,-0.4645
2010-08-12,1083.6100,-0.4024,-0.6542,-0.4726
2010-08-13,1079.2500,0.0120,-0.7030,-0.6193
2010-08-16,1079.3800,1.2192,-0.6422,-0.6028
2010-08-17,1092.5400,0.1483,-0.5386,-0.3792
2010-08-18,1094.1600,-1.6935,-0.4127,-0.4402
2010-08-19,1075.6300,-0.3663,-0.2128,-0.5982
2010-08-20,1071.6899,-0.4040,-0.1836,-0.2347
2010-08-23,1067.3600,-1.4512,-0.1835,-0.2149
2010-08-24,1051.8700,0.3289,-0.4263,-0.3635
2010-08-25,1055.3300,-0.7685,-0.5800,-0.3203
2010-08-26,1047.2200,1.6587,-0.7370,-0.6072
2010-08-27,1064.5900,-1.4719,-0.1736,-0.3978
2010-08-30,1048.9200,0.0391,-0.3594,-0.3606
2010-08-31,1049.3300,2.9505,-0.2854,-0.3028
2010-09-01,1080.2900,0.9081,0.4479,0.1748
2010-09-02,1090.1000,1.3219,0.5449,0.5141
2010-09-03,1104.5100,-1.1471,0.8899,0.6571
2010-09-07,1091.8400,0.6439,0.4215,0.5926
2010-09-08,1098.8700,0.4832,0.7667,0.4532
2010-09-09,1104.1801,0.4863,0.8349,0.7253
2010-09-10,1109.5500,1.1131,0.4434,0.7842
2010-09-13,1121.9000,-0.0713,0.4796,0.5389
2010-09-14,1121.1000,0.3541,0.2496,0.3999
2010-09-15,1125.0699,-0.0364,0.4974,0.2645
2010-09-16,1124.6600,0.0827,0.3846,0.4205
2010-09-17,1125.5900,1.5210,0.3182,0.3412
2010-09-20,1142.7100,-0.2564,0.4905,0.4895
2010-09-21,1139.7800,-0.4825,0.2638,0.3826
2010-09-22,1134.2800,-0.8331,0.1941,0.1564
2010-09-23,1124.8300,2.1194,-0.0035,0.0471
2010-09-24,1148.6700,-0.5667,0.3523,0.2972
2010-09-27,1142.1600,0.4850,0.2425,0.2199
2010-09-28,1147.7000,-0.2588,0.0730,0.2771
2010-09-29,1144.7300,-0.3084,0.0723,0.0253
2010-09-30,1141.2000,0.4416,0.1010,0.0178
2010-10-01,1146.2400,-0.8035,0.3116,0.1496
2010-10-04,1137.0300,2.0861,-0.1697,0.1524
2010-10-05,1160.7500,-0.0672,0.2703,0.1506
2010-10-06,1159.9700,-0.1647,0.1781,0.2216
2010-10-07,1158.0601,0.6122,0.1931,0.1287
2010-10-08,1165.1500,0.0146,0.3457,0.2531
2010-10-11,1165.3199,0.3819,0.2747,0.2981
2010-10-12,1169.7700,0.7121,0.4691,0.2899
2010-10-13,1178.1000,-0.3641,0.2480,0.5035
2010-10-14,1173.8101,0.2027,0.1974,0.1599
2010-10-15,1176.1899,0.7244,0.2580,0.1981
2010-10-18,1184.7100,-1.5877,0.2775,0.3245
2010-10-19,1165.9000,1.0524,0.0082,0.0091
2010-10-20,1178.1700,0.1774,0.1190,0.1562
2010-10-21,1180.2600,0.2389,0.0306,0.1273
2010-10-22,1183.0800,0.2147,0.1311,0.0604
2010-10-25,1185.6200,0.0017,0.1332,0.1431
2010-10-26,1185.6400,-0.2691,0.0131,0.1144
2010-10-27,1182.4500,0.1125,0.2333,-0.0274
2010-10-28,1183.7800,-0.0439,0.0790,0.2160
2010-10-29,1183.2600,0.0947,0.0422,0.0614
2010-11-01,1184.3800,0.7759,0.0183,0.0497
2010-11-02,1193.5699,0.3678,0.1118,0.1264
2010-11-03,1197.9600,1.9283,0.1729,0.1485
2010-11-04,1221.0601,0.3923,0.5389,0.4244
2010-11-05,1225.8500,-0.2121,0.5838,0.5173
2010-11-08,1223.2500,-0.8052,0.5519,0.4682
2010-11-09,1213.4000,0.4376,0.3989,0.3563
2010-11-10,1218.7100,-0.4242,0.3444,0.4042
2010-11-11,1213.5400,-1.1808,0.2130,0.2346
2010-11-12,1199.2100,-0.1217,-0.2996,0.0147
2010-11-15,1197.7500,-1.6205,-0.3867,-0.2745
2010-11-16,1178.3400,0.0212,-0.6219,-0.5626
2010-11-17,1178.5900,1.5357,-0.4844,-0.5317
2010-11-18,1196.6899,0.2540,-0.3074,-0.1993
2010-11-19,1199.7300,-0.1575,-0.1931,-0.2269
2010-11-22,1197.8400,-1.4284,-0.0192,-0.1881
2010-11-23,1180.7300,1.4923,-0.2386,-0.2219
2010-11-24,1198.3500,-0.7469,0.2798,0.0072
2010-11-26,1189.4000,-0.1379,0.1509,0.1326
2010-11-29,1187.7600,-0.6070,-0.1248,0.1098
2010-11-30,1180.5500,2.1617,-0.2688,-0.1937
2010-12-01,1206.0699,1.2819,0.1152,0.0760
2010-12-02,1221.5300,0.2603,0.5680,0.2832
2010-12-03,1224.7100,-0.1298,0.3656,0.5231
2010-12-06,1223.1200,0.0515,0.4655,0.2937
2010-12-07,1223.7500,0.3702,0.4944,0.4057
2010-12-08,1228.2800,0.3843,0.6514,0.4763
2010-12-09,1233.0000,0.6002,0.3662,0.6127
2010-12-10,1240.4000,0.0048,0.2559,0.3994
2010-12-13,1240.4600,0.0911,0.2132,0.2198
2010-12-14,1241.5900,-0.5122,0.2493,0.1956
2010-12-15,1235.2300,0.6185,0.1547,0.1401
2010-12-16,1242.8700,0.0837,0.1963,0.2207
2010-12-17,1243.9100,0.2548,0.1466,0.1801
2010-12-20,1247.0800,0.6030,0.0896,0.1620
2010-12-21,1254.6000,0.3380,0.1894,0.1631
2010-12-22,1258.8400,-0.1644,0.2305,0.2107
2010-12-23,1256.7700,0.0613,0.2870,0.1737
2010-12-27,1257.5400,0.0771,0.1951,0.2546
2010-12-28,1258.5100,0.1009,0.1938,0.1782
2010-12-29,1259.7800,-0.1508,0.1683,0.1805
2010-12-30,1257.8800,-0.0191,0.0434,0.1227
2010-12-31,1257.6400,1.1315,-0.0159,0.0345
2011-01-03,1271.8700,-0.1313,0.1997,0.1477
2011-01-04,1270.2000,0.5007,0.1671,0.1520
2011-01-05,1276.5601,-0.2123,0.2377,0.2149
2011-01-06,1273.8500,-0.1845,0.1849,0.1730
2011-01-07,1271.5000,-0.1376,0.1787,0.1320
2011-01-10,1269.7500,0.3725,0.1586,0.1335
2011-01-11,1274.4800,0.9008,0.0342,0.1890
2011-01-12,1285.9600,-0.1711,0.2060,0.1579
2011-01-13,1283.7600,0.7385,0.0940,0.1517
2011-01-14,1293.2400,0.1376,0.2525,0.1863
2011-01-18,1295.0200,-1.0116,0.3054,0.2359
2011-01-19,1281.9200,-0.1295,0.1578,0.1160
2011-01-20,1280.2600,0.2414,0.0749,0.1168
2011-01-21,1283.3500,0.5836,-0.0338,0.0985
2011-01-24,1290.8400,0.0263,0.0917,0.0542
2011-01-25,1291.1801,0.4221,-0.0267,0.0823
2011-01-26,1296.6300,0.2244,0.0208,0.0376
2011-01-27,1299.5400,-1.7853,0.2276,0.0501
2011-01-28,1276.3400,0.7663,-0.0507,-0.0619
2011-01-31,1286.1200,1.6694,0.0358,0.0649
2011-02-01,1307.5900,-0.2723,0.2159,0.2679
2011-02-02,1304.0300,0.2354,0.1654,0.1456
2011-02-03,1307.1000,0.2884,0.1346,0.1754
2011-02-04,1310.8700,0.6240,0.1454,0.1566
2011-02-07,1319.0500,0.4185,0.5451,0.2141
2011-02-08,1324.5699,-0.2786,0.4884,0.5266
2011-02-09,1320.8800,0.0749,0.1685,0.3781
2011-02-10,1321.8700,0.5507,0.2257,0.1551
2011-02-11,1329.1500,0.2385,0.2782,0.2721
2011-02-14,1332.3199,-0.3235,0.2699,0.2724
2011-02-15,1328.0100,0.6257,0.1126,0.1848
2011-02-16,1336.3199,0.3076,0.1475,0.1858
2011-02-17,1340.4301,0.1925,0.2447,0.1704
2011-02-18,1343.0100,-2.0529,0.2639,0.2372
2011-02-22,1315.4399,-0.6112,-0.1715,-0.0690
2011-02-23,1307.4000,-0.0994,-0.3126,-0.2338
2011-02-24,1306.1000,1.0551,-0.2756,-0.2826
2011-02-25,1319.8800,0.5561,-0.2073,-0.0877
2011-02-28,1327.2200,-1.5740,-0.1668,-0.0983
2011-03-01,1306.3300,0.1615,-0.4653,-0.3696
2011-03-02,1308.4399,1.7219,-0.0889,-0.3761
2011-03-03,1330.9700,-0.7378,0.2984,0.1687
2011-03-04,1321.1500,-0.8341,0.1902,0.1491
2011-03-07,1310.1300,0.8923,-0.1234,0.0437
2011-03-08,1321.8199,-0.1362,-0.0684,0.0210
2011-03-09,1320.0200,-1.8871,0.1730,-0.0781
2011-03-10,1295.1100,0.7081,-0.1688,-0.1219
2011-03-11,1304.2800,-0.6049,-0.3390,-0.0452
2011-03-14,1296.3900,-1.1200,-0.3155,-0.3771
2011-03-15,1281.8700,-1.9495,-0.3614,-0.4302
2011-03-16,1256.8800,1.3398,-0.8374,-0.5867
2011-03-17,1273.7200,0.4310,-0.6007,-0.5328
2011-03-18,1279.2100,1.4986,-0.2067,-0.4541
2011-03-21,1298.3800,-0.3551,-0.0768,0.0364
2011-03-22,1293.7700,0.2914,-0.0341,-0.1170
2011-03-23,1297.5400,0.9341,0.2035,0.0128
2011-03-24,1309.6600,0.3161,0.6808,0.3085
2011-03-25,1313.8000,-0.2748,0.5144,0.6278
2011-03-28,1310.1899,0.7060,0.3960,0.4007
2011-03-29,1319.4399,0.6685,0.2685,0.4400
2011-03-30,1328.2600,-0.1830,0.4378,0.3258
2011-03-31,1325.8300,0.4963,0.3578,0.3483
2011-04-01,1332.4100,0.0345,0.2869,0.3774
2011-04-04,1332.8700,-0.0180,0.2399,0.2506
2011-04-05,1332.6300,0.2184,0.2815,0.2029
2011-04-06,1335.5400,-0.1520,0.2016,0.2724
2011-04-07,1333.5100,-0.4004,0.0657,0.1509
2011-04-08,1328.1700,-0.2793,0.0293,-0.0010
2011-04-11,1324.4600,-0.7777,-0.0995,-0.0147
2011-04-12,1314.1600,0.0190,-0.2348,-0.1962
2011-04-13,1314.4100,0.0084,-0.2292,-0.1989
2011-04-14,1314.5200,0.3925,-0.2651,-0.1955
2011-04-15,1319.6801,-1.1018,-0.1747,-0.1715
2011-04-18,1305.1400,0.5731,-0.2918,-0.3077
2011-04-19,1312.6200,1.3515,-0.1502,-0.1689
2011-04-20,1330.3600,0.5277,0.2051,0.0641
2011-04-21,1337.3800,-0.1593,0.2900,0.2515
2011-04-25,1335.2500,0.8980,0.2611,0.2252
2011-04-26,1347.2400,0.6250,0.3459,0.3523
2011-04-27,1355.6600,0.3555,0.6300,0.3859
2011-04-28,1360.4800,0.2301,0.5933,0.5900
2011-04-29,1363.6100,-0.1753,0.4105,0.5407
2011-05-02,1361.2200,-0.3379,0.2935,0.3262
2011-05-03,1356.6200,-0.6855,0.2624,0.2030
2011-05-04,1347.3199,-0.9070,0.0010,0.1272
2011-05-05,1335.1000,0.3820,-0.2531,-0.1281
2011-05-06,1340.2000,0.4544,-0.2502,-0.1633
2011-05-09,1346.2900,0.8074,-0.2142,-0.1502
2011-05-10,1357.1600,-1.1111,-0.0502,-0.0683
2011-05-11,1342.0800,0.4895,-0.1802,-0.2031
2011-05-12,1348.6500,-0.8067,0.0165,-0.0846
2011-05-13,1337.7700,-0.6204,0.0331,-0.1015
2011-05-16,1329.4700,-0.0369,-0.1331,-0.0599
2011-05-17,1328.9800,0.8804,-0.2152,-0.1195
2011-05-18,1340.6801,0.2178,-0.2053,-0.0598
2011-05-19,1343.6000,-0.7688,0.0189,-0.1447
2011-05-20,1333.2700,-1.1926,-0.1919,-0.0941
2011-05-23,1317.3700,-0.0827,-0.2552,-0.3352
2011-05-24,1316.2800,0.3183,-0.1653,-0.2308
2011-05-25,1320.4700,0.3953,-0.1068,-0.0968
2011-05-26,1325.6899,0.4081,-0.1884,-0.0354
2011-05-27,1331.1000,1.0593,-0.1573,-0.1031
2011-05-31,1345.2000,-2.2785,0.1499,0.0172
2011-06-01,1314.5500,-0.1225,-0.0355,-0.2019
2011-06-02,1312.9399,-0.9734,-0.0420,-0.0478
2011-06-03,1300.1600,-1.0760,-0.2561,-0.1743
2011-06-06,1286.1700,-0.0956,-0.5009,-0.3722
2011-06-07,1284.9399,-0.4187,-0.5885,-0.4441
2011-06-08,1279.5601,0.7377,-0.8439,-0.5649
2011-06-09,1289.0000,-1.3980,-0.3296,-0.6198
2011-06-10,1270.9800,0.0669,-0.5442,-0.4828
2011-06-13,1271.8300,1.2612,-0.3688,-0.4577
2011-06-14,1287.8700,-1.7432,0.0221,-0.1370
2011-06-15,1265.4200,0.1754,-0.2547,-0.2319
2011-06-16,1267.6400,0.3045,-0.1558,-0.1937
2011-06-17,1271.5000,0.5395,-0.2292,-0.0903
2011-06-20,1278.3600,1.3423,0.0966,-0.1194
2011-06-21,1295.5200,-0.6468,0.3090,0.2746
2011-06-22,1287.1400,-0.2828,-0.0095,0.1710
2011-06-23,1283.5000,-1.1726,0.2353,-0.0488
2011-06-24,1268.4500,0.9184,0.0105,0.0338
2011-06-27,1280.1000,1.2944,0.1118,0.1390
2011-06-28,1296.6700,0.8283,0.2374,0.2800
2011-06-29,1307.4100,1.0119,0.1540,0.3221
2011-06-30,1320.6400,1.4410,0.4319,0.2778
2011-07-01,1339.6700,-0.1336,0.7189,0.5775
2011-07-05,1337.8800,0.1002,0.8808,0.5943
2011-07-06,1339.2200,1.0454,0.7444,0.7674
2011-07-07,1353.2200,-0.6961,0.7070,0.7867
2011-07-08,1343.8000,-1.8091,0.4529,0.5045
2011-07-11,1319.4900,-0.4434,-0.0143,0.1291
2011-07-12,1313.6400,0.3106,-0.3251,-0.0749
2011-07-13,1317.7200,-0.6716,-0.2524,-0.2354
2011-07-14,1308.8700,0.5554,-0.3814,-0.3121
2011-07-15,1316.1400,-0.8130,-0.4682,-0.2489
2011-07-18,1305.4399,1.6309,-0.4867,-0.5179
2011-07-19,1326.7300,-0.0671,0.0918,-0.1854
2011-07-20,1325.8400,1.3546,0.1544,0.0689
2011-07-21,1343.8000,0.0908,0.3290,0.3262
2011-07-22,1345.0200,-0.5643,0.4540,0.2944
2011-07-25,1337.4301,-0.4105,0.2667,0.3071
2011-07-26,1331.9399,-2.0309,0.3308,0.1696
2011-07-27,1304.8900,-0.3234,-0.2734,-0.0059
2011-07-28,1300.6700,-0.6451,-0.3161,-0.2805
2011-07-29,1292.2800,-0.4132,-0.6511,-0.3626
2011-08-01,1286.9399,-2.5557,-0.7395,-0.6181
2011-08-02,1254.0500,0.5016,-1.0730,-0.9988
2011-08-03,1260.3400,-4.7820,-0.9300,-0.8536
2011-08-04,1200.0699,-0.0575,-1.3802,-1.4818
2011-08-05,1199.3800,-6.6634,-1.3518,-1.1998
2011-08-08,1119.4600,4.7407,-2.3609,-2.1040
2011-08-09,1172.5300,-4.4152,-1.5877,-1.4100
2011-08-10,1120.7600,4.6290,-1.8846,-1.9958
2011-08-11,1172.6400,0.5262,-1.2556,-0.9874
2011-08-12,1178.8101,2.1785,-0.3053,-0.9987
2011-08-15,1204.4900,-0.9739,0.0733,0.0541
2011-08-16,1192.7600,0.0947,1.0409,-0.0811
2011-08-17,1193.8900,-4.4594,0.3024,0.9037
2011-08-18,1140.6500,-1.5009,0.2808,-0.3886
2011-08-19,1123.5300,0.0258,-0.6982,0.0338
2011-08-22,1123.8199,3.4285,-0.7879,-0.5984
2011-08-23,1162.3500,1.3120,-0.6075,-0.2022
2011-08-24,1177.6000,-1.5566,-0.2190,-0.3314
2011-08-25,1159.2700,1.5122,-0.5027,-0.4144
